time,LAT,LON,total_winter_precipitation_amount,sd_days_high
2022,40.30293,9.301192,526.18756,0
2022,39.379025,9.166134,544.8711,0
2022,39.8955,9.515399,503.71744,0
2022,39.379025,9.166134,525.8427,0
2022,37.738213,29.243742,307.94937,0
2022,37.41776,30.066254,282.77798,0
2022,37.41776,30.066254,1030.5201,0
2022,36.79949,30.890184,1124.6686,4
2022,37.060146,33.2161,285.02908,0
2022,37.060146,33.2161,267.6819,0
2022,40.30293,9.301192,567.14105,0
2022,39.8955,9.515399,518.074,0
2022,40.30293,9.301192,535.7191,0
2022,39.8955,9.515399,513.0778,0
2022,38.975525,21.675253,773.37427,0
2022,38.479324,27.283733,674.3623,0
2022,37.738213,29.243742,586.011,0
2022,37.41776,30.066254,281.74918,0
2022,37.41776,30.066254,384.34576,0
2022,36.79949,30.890184,1635.4993,0
2022,36.79949,30.890184,999.7987,88
2022,39.36992,-0.8000286,500.93622,0
2022,38.975525,21.675253,967.6722,0
2022,37.738213,29.243742,386.93958,0
2022,37.41776,30.066254,275.1037,0
2022,38.019543,32.60383,294.26834,0
2022,37.060146,33.2161,276.77637,0
2022,38.92499,-3.8273711,363.77466,0
2022,39.793358,-4.1481094,375.02063,0
2022,39.793358,-4.1481094,291.18658,0
2022,39.959824,4.0744066,303.4786,0
2022,40.30293,9.301192,539.1624,0
2022,39.8955,9.515399,516.3622,0
2022,39.565205,16.322412,955.7392,0
2022,39.24204,20.954395,734.8109,0
2022,39.4991,21.722399,813.745,0
2022,38.975525,21.675253,893.76044,0
2022,39.4991,21.722399,627.0483,0
2022,39.26035,22.97613,862.4079,0
2022,38.479324,27.283733,941.13464,0
2022,38.479324,27.283733,718.8006,0
2022,38.479324,27.283733,613.69,0
2022,37.41776,30.066254,571.066,0
2022,36.79949,30.890184,1158.0901,0
2022,38.019543,32.60383,493.46118,32
2022,36.79949,30.890184,724.9385,76
2022,36.69145,33.85069,516.6974,0
2022,36.69145,33.85069,564.03815,0
2022,39.793358,-4.1481094,375.80222,0
2022,40.241062,-0.14597562,406.20953,0
2022,40.30293,9.301192,421.31314,0
2022,39.4991,21.722399,1071.7079,0
2022,38.975525,21.675253,978.9499,0
2022,39.4991,21.722399,720.24817,0
2022,38.975525,21.675253,802.0124,0
2022,39.26035,22.97613,954.25415,0
2022,39.26035,22.97613,1133.7349,31
2022,39.26035,22.97613,1130.2582,31
2022,39.26035,22.97613,1280.8046,45
2022,39.26035,22.97613,1235.7382,14
2022,39.26035,22.97613,1239.9475,15
2022,39.26035,22.97613,1046.119,0
2022,37.916344,30.92979,876.2131,0
2022,36.79949,30.890184,711.9305,59
2022,38.019543,32.60383,391.06546,0
2022,39.189922,-7.620862,384.3997,0
2022,40.241062,-0.14597562,469.2877,0
2022,39.987263,8.71898,507.38943,0
2022,39.8955,9.515399,387.2712,0
2022,39.4991,21.722399,750.2939,0
2022,38.975525,21.675253,1051.2589,2
2022,39.26035,22.97613,681.56696,0
2022,39.26035,22.97613,871.4231,0
2022,38.409935,26.002884,633.1678,0
2022,36.79949,30.890184,1368.8195,0
2022,36.79949,30.890184,1008.6838,0
2022,36.69145,33.85069,524.419,0
2022,40.241062,-0.14597562,489.12103,0
2022,39.36992,-0.8000286,545.52155,0
2022,40.515255,15.890426,633.07684,0
2022,40.515255,15.890426,621.52,0
2022,38.855835,22.498075,505.9386,0
2022,38.479324,27.283733,585.67175,0
2022,37.738213,29.243742,311.27274,0
2022,38.635223,30.647802,283.98795,0
2022,37.41776,30.066254,277.15924,0
2022,37.41776,30.066254,174.24493,0
2022,37.916344,30.92979,979.68506,0
2022,37.060146,33.2161,194.71852,0
2022,38.73821,-9.04399,535.8043,0
2022,39.89659,-2.195726,316.5733,0
2022,39.36992,-0.8000286,488.21155,0
2022,40.515255,15.890426,579.9259,0
2022,39.812054,20.808233,878.7091,0
2022,39.4991,21.722399,758.37274,0
2022,39.4991,21.722399,736.6995,0
2022,37.41776,30.066254,157.3921,0
2022,37.916344,30.92979,512.256,0
2022,37.41776,30.066254,446.63608,0
2022,37.916344,30.92979,479.08008,0
2022,38.019543,32.60383,483.28394,0
2022,36.79949,30.890184,700.9976,0
2022,36.69145,33.85069,664.11993,0
2022,39.89659,-2.195726,297.04333,0
2022,40.66143,-0.81564,272.18027,0
2022,39.36992,-0.8000286,335.49542,0
2022,40.241062,-0.14597562,578.6271,0
2022,39.36992,-0.8000286,628.21356,0
2022,40.62731,8.699959,369.68326,0
2022,40.62731,8.699959,227.68771,0
2022,39.4991,21.722399,917.2966,0
2022,36.69145,33.85069,682.30273,0
2022,39.793358,-4.1481094,319.96027,0
2022,40.241062,-0.14597562,573.1146,0
2022,40.15852,19.800844,624.9,0
2022,39.4991,21.722399,905.03455,0
2022,39.4991,21.722399,342.07193,0
2022,38.479324,27.283733,426.5626,0
2022,39.36992,-0.8000286,334.88004,0
2022,39.62224,19.85016,512.20593,0
2022,39.812054,20.808233,594.5231,0
2022,39.4991,21.722399,894.9156,0
2022,38.479324,27.283733,936.74744,0
2022,38.479324,27.283733,970.2983,0
2022,38.479324,27.283733,558.86957,0
2022,37.738213,29.243742,337.43817,0
2022,37.916344,30.92979,526.78815,0
2022,37.916344,30.92979,564.9609,0
2022,37.060146,33.2161,286.71667,0
2022,37.060146,33.2161,263.48102,0
2022,36.69145,33.85069,356.6287,0
2022,39.36992,-0.8000286,504.90915,0
2022,39.36992,-0.8000286,638.9316,0
2022,40.62731,8.699959,337.20496,0
2022,40.15852,19.800844,622.9173,0
2022,39.523365,20.407175,590.6822,0
2022,38.479324,27.283733,700.8947,0
2022,38.479324,27.283733,797.18176,0
2022,37.060146,33.2161,290.25912,0
2022,40.241062,-0.14597562,595.82245,0
2022,40.44101,15.229665,610.1678,0
2022,40.515255,15.890426,481.66165,0
2022,40.515255,15.890426,404.63132,0
2022,40.172733,18.177807,338.91415,0
2022,39.4991,21.722399,714.4843,0
2022,38.635223,30.647802,275.13226,0
2022,37.916344,30.92979,276.97214,0
2022,36.69145,33.85069,587.83276,0
2022,39.36992,-0.8000286,390.28568,0
2022,40.241062,-0.14597562,445.80252,0
2022,40.30293,9.301192,399.77475,0
2022,40.894264,9.2941885,373.23196,0
2022,40.44101,15.229665,670.8218,0
2022,40.44101,15.229665,1034.8693,0
2022,40.469788,16.446089,320.37888,0
2022,40.218277,20.171516,877.3818,0
2022,39.812054,20.808233,849.83887,0
2022,37.916344,30.92979,190.13441,0
2022,37.916344,30.92979,358.3169,0
2022,37.916344,30.92979,438.09024,0
2022,37.060146,33.2161,267.4469,1
2022,36.69145,33.85069,324.13214,0
2022,40.241062,-0.14597562,488.6825,0
2022,40.894264,9.2941885,374.60626,0
2022,40.15852,19.800844,937.2419,0
2022,39.4991,21.722399,402.82828,0
2022,37.916344,30.92979,511.59674,4
2022,37.060146,33.2161,177.76248,0
2022,36.69145,33.85069,384.0542,32
2022,39.1184,-8.610405,525.79395,0
2022,40.515255,15.890426,379.60632,0
2022,40.469788,16.446089,415.97357,0
2022,40.202152,21.598219,797.9492,0
2022,39.812054,20.808233,720.2123,0
2022,39.4991,21.722399,327.9715,0
2022,37.738213,29.243742,410.30768,0
2022,38.563667,29.345564,366.62204,0
2022,38.635223,30.647802,253.2258,0
2022,37.916344,30.92979,514.98444,1
2022,37.916344,30.92979,525.68134,26
2022,37.060146,33.2161,229.44121,0
2022,36.69145,33.85069,279.4562,0
2022,39.89659,-2.195726,372.64804,0
2022,39.89659,-2.195726,482.49048,0
2022,40.241062,-0.14597562,596.00977,0
2022,40.894264,9.2941885,324.59958,0
2022,40.44101,15.229665,461.5826,0
2022,40.515255,15.890426,357.64923,0
2022,40.469788,16.446089,453.51163,0
2022,40.218277,20.171516,640.63995,0
2022,40.202152,21.598219,776.65955,0
2022,39.812054,20.808233,681.3031,0
2022,39.4991,21.722399,585.3634,0
2022,37.916344,30.92979,312.172,0
2022,37.916344,30.92979,503.7063,0
2022,37.060146,33.2161,160.39233,0
2022,38.019543,32.60383,220.24448,0
2022,37.060146,33.2161,220.76698,2
2022,36.69145,33.85069,776.7943,13
2022,39.793358,-4.1481094,278.86078,0
2022,39.89659,-2.195726,225.21405,0
2022,40.81374,-2.6237934,228.54103,0
2022,39.89659,-2.195726,478.05518,0
2022,39.89659,-2.195726,416.33954,0
2022,40.66143,-0.81564,334.79562,0
2022,40.66143,-0.81564,496.59467,0
2022,40.515255,15.890426,441.0391,0
2022,40.469788,16.446089,434.99158,0
2022,40.218277,20.171516,594.8102,0
2022,40.202152,21.598219,787.7794,0
2022,39.4991,21.722399,425.329,0
2022,39.70398,22.398655,835.6252,0
2022,38.563667,29.345564,351.0704,0
2022,38.019543,32.60383,264.65982,39
2022,36.69145,33.85069,299.12,33
2022,38.019543,32.60383,446.1682,80
2022,36.69145,33.85069,468.76953,95
2022,36.69145,33.85069,568.19904,96
2022,40.66143,-0.81564,461.6811,0
2022,40.628937,20.670595,576.58325,0
2022,40.218277,20.171516,570.34814,0
2022,39.812054,20.808233,851.03046,0
2022,40.202152,21.598219,599.1518,0
2022,39.812054,20.808233,541.8072,0
2022,39.4991,21.722399,470.5752,0
2022,39.70398,22.398655,556.98584,0
2022,38.563667,29.345564,312.52707,0
2022,37.738213,29.243742,442.7961,0
2022,38.635223,30.647802,408.3211,0
2022,38.635223,30.647802,445.92532,0
2022,37.060146,33.2161,139.63174,0
2022,38.019543,32.60383,427.83716,87
2022,40.15852,19.800844,884.5524,0
2022,40.202152,21.598219,752.2516,0
2022,39.812054,20.808233,677.22675,0
2022,38.019543,32.60383,199.47806,0
2022,37.060146,33.2161,215.82358,0
2022,38.019543,32.60383,383.78613,89
2022,36.69145,33.85069,402.4366,97
2022,40.66143,-0.81564,438.53107,0
2022,39.89659,-2.195726,428.9883,0
2022,40.81374,-2.6237934,400.1586,0
2022,40.66143,-0.81564,435.79825,0
2022,40.241062,-0.14597562,559.3867,0
2022,40.976334,15.0779295,722.46655,0
2022,40.44101,15.229665,833.81195,0
2022,40.609264,17.69243,419.4528,0
2022,40.15852,19.800844,806.65393,0
2022,40.15852,19.800844,941.5346,0
2022,40.218277,20.171516,767.8475,0
2022,39.34313,25.989817,441.29285,0
2022,38.019543,32.60383,192.75586,0
2022,38.019543,32.60383,192.32387,0
2022,37.060146,33.2161,204.21483,0
2022,38.019543,32.60383,242.02022,0
2022,37.060146,33.2161,249.47643,0
2022,36.69145,33.85069,728.38574,0
2022,40.494606,-3.7169707,225.31856,0
2022,40.976334,15.0779295,913.1911,0
2022,40.44101,15.229665,459.40335,0
2022,40.515255,15.890426,357.8666,0
2022,40.15852,19.800844,723.25757,0
2022,40.15852,19.800844,893.00745,0
2022,40.202152,21.598219,621.791,0
2022,39.70398,22.398655,506.66187,0
2022,40.26059,22.441277,386.38876,0
2022,39.70398,22.398655,514.6548,0
2022,38.563667,29.345564,419.87918,0
2022,38.563667,29.345564,360.463,0
2022,37.916344,30.92979,238.83224,0
2022,38.019543,32.60383,458.3905,116
2022,36.69145,33.85069,523.7088,120
2022,37.90225,34.696022,416.45975,96
2022,38.019543,32.60383,562.2031,121
2022,36.69145,33.85069,590.1479,130
2022,37.90225,34.696022,470.38763,111
2022,37.90225,34.696022,484.6094,82
2022,36.69145,33.85069,607.1124,0
2022,40.494606,-3.7169707,287.34644,0
2022,39.89659,-2.195726,410.3937,0
2022,40.66143,-0.81564,254.08939,0
2022,41.087246,0.817965,581.9169,0
2022,41.087246,0.817965,615.68713,0
2022,40.976334,15.0779295,752.2825,0
2022,40.976334,15.0779295,831.22906,0
2022,40.44101,15.229665,940.39624,0
2022,40.44101,15.229665,542.09796,0
2022,40.515255,15.890426,420.72812,0
2022,40.541866,17.201138,538.20197,0
2022,40.15852,19.800844,589.5761,0
2022,40.15852,19.800844,715.995,0
2022,40.218277,20.171516,534.9173,0
2022,40.628937,20.670595,722.5565,0
2022,39.812054,20.808233,769.0178,0
2022,39.812054,20.808233,514.94403,0
2022,40.202152,21.598219,452.1011,0
2022,40.26059,22.441277,514.2077,0
2022,39.70398,22.398655,686.0334,0
2022,40.26059,22.441277,647.3896,0
2022,39.70398,22.398655,841.7513,0
2022,40.26059,22.441277,583.2604,0
2022,39.70398,22.398655,761.3873,0
2022,37.916344,30.92979,162.91669,0
2022,38.019543,32.60383,233.00728,0
2022,37.90225,34.696022,257.35156,0
